figure_id,What is the level of RNA expression?,What is the level of protein expression?,What patterns does the RNA make?,What patterns does the protein make?,Nascent transcript level,Cytosolic RNA level,Is there obvious RNA/protein discordance (whole image)?,Flag this gene as a potential one to use for a figure in the paper?,Is RNA present in axon terminal?,Is protein present in axon terminal?,Is RNA present in muscle?,Is protein present in muscle?,Is RNA present in post synaptic density?,Is protein present in post synaptic density?,Is RNA present in neuron?,Is protein present in neuron?,Is RNA distribution cell-type specific?,Is protein distribution cell-type specific?,Is figure quality too poor?,General comments
2138207,High,Moderate,"Evenly scattered	Nuclear	Perinuclear (muscle)",Cytoskeleton (muscle fibres),High,High,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,muscle,No,
2138208,None,Low,,Punctate,None,None,Yes,No,No,No,No,Yes,No,No,No,No,No,muscle,No,
2138209,Low,Low,Nuclear,Other,Low,None,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,
2138210,Low,Moderate,"Single transcripts	Nuclear","Punctate	Diffuse",Low,Low,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RNA in axon terminal around z slice 23
2138211,Low,Moderate,Nuclear,Nuclear,Moderate,None,No,No,No,No,No,No,No,No,No,No,No,No,No,
2138212,Low,Moderate,"Single transcripts	Nuclear","Punctate	Diffuse",Moderate,Low,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
2138213,Low,Low,"Single transcripts	Nuclear",Cytoskeleton (muscle fibres),Moderate,Low,No,No,No,No,No,Yes,Yes,No,No,No,No,muscle,No,
2138214,None,Low,None,Nuclear,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,
2138215,Low,Low,Nuclear,Cytoskeleton (muscle fibres),Moderate,None,Yes,No,No,No,No,Yes,No,No,No,No,No,muscle,No,
2138216,Low,Low,Single transcripts,Cytoskeleton (muscle fibres),None,Low,No,No,No,No,Yes,Yes,Yes,No,No,No,No,muscle,No,
2138217,Moderate,Moderate,"Single transcripts	Nuclear	Perinuclear (muscle)","Punctate	Cytoskeleton (muscle fibres)",Moderate,Low,No,No,No,No,Yes,Yes,Yes,No,No,No,No,muscle,No,
2138218,Moderate,Moderate,"Evenly scattered	Nuclear	Perinuclear (muscle)","Diffuse	Cytoskeleton (muscle fibres)",Low,Moderate,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,muscle,No,RNA in axon terminal slice 19
2138219,High,High,Other,"Nuclear	Other",None,None,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Large accumulations of RNA in the neuron? Real?
2138220,High,Low,"Evenly scattered	Nuclear	Perinuclear (muscle)",Diffuse,None,High,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,muscle,No,RNA at axon terminal z-slice 22
2138221,Moderate,Moderate,"Evenly scattered	Nuclear	Perinuclear (muscle)","Punctate	Cytoskeleton (muscle fibres)",Low,Moderate,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
2138222,Low,None,"Single transcripts	Nuclear	Perinuclear (muscle)",None,Low,Low,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,
2138223,High,High,"Evenly scattered	Nuclear	Perinuclear (muscle)","Punctate	Diffuse",Moderate,High,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,
2138224,Low,Moderate,Single transcripts,"Punctate	Diffuse",Moderate,Low,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,
2138225,Moderate,High,Evenly scattered,"Cytoskeleton (muscle fibres)	Other",None,Moderate,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,
2138226,High,Moderate,"Evenly scattered	Nuclear	Perinuclear (muscle)","Punctate	Cytoskeleton (muscle fibres)",Moderate,High,No,No,No,No,Yes,Yes,Yes,No,No,No,No,muscle,No,
2138227,Moderate,Moderate,"Evenly scattered	Nuclear	Perinuclear (muscle)","Cell edges	Other",Moderate,Moderate,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,
2138228,Low,Moderate,"Single transcripts	Nuclear	Perinuclear (muscle)","Punctate	Cell edges",Moderate,Low,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,
2138230,Low,Low,"Single transcripts	Nuclear	Perinuclear (muscle)",Other,Low,Low,No,No,No,No,Yes,Yes,No,No,No,No,muscle,muscle,No,"Strange protein expression pattern (wiggly line), is that real?"
2138231,Low,Moderate,Single transcripts,"Punctate	Cell edges	Diffuse",None,Low,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,
2138232,Low,Low,"Single transcripts	Nuclear",Cell edges,Low,Low,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,
2138233,None,None,,,None,None,No,No,No,No,No,No,No,No,No,No,No,No,Yes,NOT SCORED: This is the wrong image for this figure. It's for line CPTI1880 - Ptp69d
2138234,High,High,"Evenly scattered	Nuclear	Perinuclear (muscle)","Diffuse	Other",High,High,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,
2138235,High,Low,"Evenly scattered	Nuclear	Perinuclear (muscle)",Cytoskeleton (muscle fibres),High,High,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,muscle,No,
2138236,High,High,"Evenly scattered	Nuclear	Perinuclear (muscle)",Cytoskeleton (muscle fibres),High,Moderate,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,RNA in axon terminal around slice 10/11. Are we bothered about the big hole in the middle of the prep?
2138237,Low,None,Single transcripts,None,None,Low,No,No,Yes,No,No,No,No,No,No,No,No,No,No,stack range in merge is different to the individual channels. Green signal in protein panel isn't in the merge. MErge stack needs to be widened. Is RNA signal in the middle real? I've marked it as present in the axon terminal
2138238,High,None,"Evenly scattered	Nuclear	Perinuclear (muscle)","Diffuse	Cytoskeleton (muscle fibres)",Moderate,High,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Large signal in RNA channel. Real?
2138239,None,None,,,None,None,No,No,No,No,No,No,No,No,No,No,No,No,Yes,NOT SCORED: This figure is a mess
2138240,Low,Low,Nuclear,"Punctate	Cytoskeleton (muscle fibres)",Low,None,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,
2138242,Low,Low,Other,"Punctate	Diffuse",None,Low,No,No,No,No,No,Yes,No,No,Yes,No,No,muscle,No,"Large RNA accumulation, Real?"
2138244,Low,High,"Single transcripts	Nuclear	Perinuclear (muscle)","Punctate	Cell edges	Cytoskeleton (muscle fibres)",Low,Low,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,"protein is over exposed in boutons, we ok with that?"
2138261,Moderate,Moderate,"Evenly scattered	Nuclear	Perinuclear (muscle)","Diffuse	Other",Moderate,Moderate,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,
2138269,Low,Moderate,"Single transcripts	Nuclear","Punctate	Cytoskeleton (muscle fibres)",High,Low,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,
2138270,Moderate,High,"Single transcripts	Nuclear",Nuclear,Moderate,Moderate,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,muscle,No,
2138273,Low,Low,Single transcripts,"Punctate	Nuclear	Cytoskeleton (muscle fibres)",None,Low,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,
2139921,High,Moderate,"Evenly scattered	Nuclear	Perinuclear (muscle)",Diffuse,Moderate,High,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,neuron,No,
2140570,Moderate,High,"Single transcripts	Nuclear",Cytoskeleton (muscle fibres),High,Low,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,"Saturated, figure needs to be recontrasted"
2140571,None,Low,,Punctate,None,None,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Large dot in RNA channel real? If not then the figue shouldn't include it. HRP isn't visible in the HRP and DAPI image
2140582,Low,Low,Nuclear,"Diffuse	Cytoskeleton (muscle fibres)",Moderate,None,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
2142954,Low,Moderate,Nuclear,Punctate,Moderate,None,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,
