figure_id,What is the level of RNA expression?,What is the level of protein expression?,What patterns does the RNA make?,What patterns does the protein make?,Nascent transcript level,Cytosolic RNA level,Is there obvious RNA/protein discordance (whole image)?,Flag this gene as a potential one to use for a figure in the paper?,Is RNA present in axon terminal?,Is protein present in axon terminal?,Is RNA present in muscle?,Is protein present in muscle?,Is RNA present in post synaptic density?,Is protein present in post synaptic density?,Is RNA present in neuron?,Is protein present in neuron?,Is RNA distribution cell-type specific?,Is protein distribution cell-type specific?,Is figure quality too poor?,General comments
2138209,Moderate,Low,Single transcripts,"Diffuse	Cytoskeleton (muscle fibres)",Moderate,Low,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Cannot see single RNA molecules.
2138205,Moderate,Moderate,Evenly scattered,Diffuse,Moderate,Moderate,No,No,Yes,Yes,Yes,Yes,Yes,Yes,N/A,No,No,No,No,
2138240,Low,Low,Single transcripts,Punctate,Low,Low,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,"RNA very diffuse, single molecules very pale."
2138223,High,High,"Evenly scattered	Single transcripts","Cell edges	Other",Moderate,High,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,post synaptic density,No,"Protein ""fills in"" DLG, seems to be presynaptic."
2138198,Moderate,High,"Single transcripts	Nuclear",Cell edges,Moderate,Low,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Axon terminal,No,"RNA signal is a bright haze, not sure if there is any there. Compared to other genes, I see no single transcripts there."
2138231,Low,Moderate,Single transcripts,"Cell edges	Other",Moderate,Low,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,post synaptic density,No,Protein definitely in the nerve and in the boutons.
2138219,High,High,Other,"Punctate	Nuclear	Other",None,High,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Axon terminal,neuron,No,"RNA seems really diffuse, looks like HRP signal exactly. Very confusing. Protein looks very bright and like it is in the neuron."
2138207,High,Moderate,Evenly scattered,"Cytoskeleton (muscle fibres)	Other",Moderate,High,No,No,Yes,Yes,Yes,Yes,Yes,No,N/A,No,No,Axon terminal,No,Protein either in axon terminal or in glia. This figure is the same as for CG9650.
2138215,Moderate,Low,Single transcripts,Diffuse,Moderate,Moderate,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,smFISH really diffuse
2138175,Moderate,None,Evenly scattered,Diffuse,Low,Moderate,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No DLG signal.
2138116,High,Moderate,Evenly scattered,Diffuse,None,High,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,RNA is dense and everywhere.
2138143,Low,Low,Single transcripts,Other,Moderate,Low,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,
2138146,Low,Low,Single transcripts,Cell edges,Low,Low,No,No,No,No,No,No,Yes,No,No,No,No,No,No,
2138154,Moderate,Low,Evenly scattered,Diffuse,Moderate,Moderate,No,No,No,No,Yes,Yes,Yes,No,N/A,No,No,No,No,Bright green blob in right top corner seems to be an artefact.
2138234,Moderate,Moderate,Single transcripts,"Cell edges	Other",Moderate,Moderate,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Other cells,Other cells,Yes,"This is a bad image, I know this for a fact because this is a glial protein which I work with. The protein and RNA should be around the axon terminal start and the RNA is but protein seems really diffuse and weird. I will answer the questions based on my images which I took before. Also, no dlg signal. Next time I do smFISH I can do a better image for this protein if necessary."
2138226,High,Low,Evenly scattered,Punctate,Moderate,High,No,No,Yes,Yes,Yes,Yes,Yes,No,N/A,No,No,No,No,
2138191,Low,None,Single transcripts,None,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,"Signal blurry, no clear spots. Not sure if there is any RNA or protein there. "
2138238,High,High,Evenly scattered,"Cell edges	Cytoskeleton (muscle fibres)",Low,None,No,No,No,No,Yes,Yes,Yes,Yes,N/A,No,No,post synaptic density,No,Protein seems to be in the same places as dlg.
2138210,Moderate,Moderate,Evenly scattered,Cell edges,Low,Moderate,No,No,Yes,Yes,Yes,Yes,No,No,N/A,No,No,neuron,Yes,RNA singal super bright. No Dlg signal.
2138273,Low,Low,"Single transcripts	Nuclear","Punctate	Nuclear",Low,Low,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Can't see HRP. Nucleolar protein possibly.
2138202,High,High,"Evenly scattered	Nuclear",Cell edges,High,High,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,post synaptic density,No,Protein aligns perfectly with Dlg.
2138261,Low,Moderate,Single transcripts,Other,Low,Low,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,neuron,No,"It is possible this NMJ is destroyed, I see loose nerves and it seems that the muscle is a bit broken. Protein very clearly is everywhere in the nerve."
2138224,Low,Low,Single transcripts,"Punctate	Diffuse",Moderate,Low,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,"Both RNA and protein really diffuse, not sure if it is there or not. No dlg signal."
2138228,Low,High,Evenly scattered,Cell edges,Low,Low,No,No,No,No,Yes,No,Yes,Yes,N/A,No,No,post synaptic density,No,Protein definitely posystnaptic. Figure same as sdc.
2138236,Moderate,Low,Evenly scattered,Diffuse,Moderate,Moderate,No,No,Yes,No,Yes,No,Yes,No,N/A,No,No,No,No,Weird black artefact in the middle of the NMJ.
2138200,Moderate,Moderate,Evenly scattered,"Punctate	Cell edges",Low,Moderate,No,No,Yes,No,Yes,Yes,Yes,No,N/A,No,No,No,No,
2138212,Low,Low,Cell type specific,Cell edges,Low,Low,No,No,Yes,Yes,Yes,No,No,No,N/A,No,Other cells,Other cells,No,Protein and RNA seem to be in axon terminal and perisynaptic glia.
2138144,Moderate,Low,"Single transcripts	Nuclear",Diffuse,Moderate,Low,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,"RNA signal overcontrasted, I cannot see single molecules at all."
2138208,Low,Low,Single transcripts,Punctate,None,Low,No,No,Yes,No,Yes,Yes,No,No,N/A,No,No,No,Yes,
2138216,Low,Low,Single transcripts,Diffuse,None,Low,No,No,Yes,No,Yes,No,Yes,No,N/A,No,No,No,No,Almost no protein.
2138204,Moderate,Low,Evenly scattered,Diffuse,Low,Moderate,No,No,Yes,No,Yes,Yes,Yes,No,N/A,No,Axon terminal,No,No,RNA might be either in axon terminal or in perisynaptic glia.
2138185,Moderate,None,Evenly scattered,None,None,Moderate,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,RNA so faint I am not sure it is signal. No protein signal.
2138232,Low,Low,Single transcripts,"Cell edges	Other",Moderate,Low,No,No,Yes,Yes,Yes,No,No,No,N/A,No,Other cells,Other cells,Yes,"No dlg signal. Protein seems to be at the beginning of the axon terminal, possibly it is in the perisynaptic glia."
2138131,Low,Moderate,Nuclear,Nuclear,Moderate,None,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,"Seems to be nuclear only, in glial nuclei inside the nerve and muscle nuclei."
2138164,Moderate,Low,"Single transcripts	Nuclear",Nuclear,Low,None,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,muscle,No,Possibly nucleolar protein. Massive bright green spots in the nuclei.
2138115,Low,Moderate,Single transcripts,Cell edges,Low,Low,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,neuron,No,"Not sure what is signal and what isn't. Additionally, HRP signal is invisible."
2138142,Low,Low,Evenly scattered,Diffuse,Low,Low,No,No,Yes,No,Yes,Yes,Yes,No,N/A,No,No,muscle,Yes,
2138206,Moderate,Low,Single transcripts,Diffuse,None,Moderate,No,No,No,No,No,No,No,No,No,No,No,No,No,NMJ is really bad and maybe destroyed.
2138218,Moderate,Low,Single transcripts,Diffuse,Moderate,Moderate,No,No,Yes,No,Yes,Yes,Yes,No,N/A,No,No,No,No,"Very diffuse, not sure what signal. Not sure if there is any protein at all."
2138269,Moderate,Low,"Single transcripts	Nuclear","Diffuse	Cytoskeleton (muscle fibres)",High,Low,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,
2138214,None,Moderate,Single transcripts,Nuclear,None,None,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Nucleolar protein. Seems like FISH didn't work.
2138222,Moderate,None,Single transcripts,None,Moderate,Moderate,No,No,Yes,No,Yes,No,No,No,N/A,No,No,No,No,"No HRP signal, no protein signal."
2138230,Low,Moderate,Single transcripts,Other,Moderate,Low,Yes,No,Yes,No,Yes,Yes,Yes,No,N/A,No,No,No,No,Looks like protein is only in a tiny piece of folded trachea lying in the bottom of the image.
2138220,High,Low,Evenly scattered,Diffuse,Moderate,High,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No dlg signal. Protein extremely diffuse.
2142954,Moderate,Moderate,"Single transcripts	Nuclear","Diffuse	Cytoskeleton (muscle fibres)",High,Moderate,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,
2125613,None,Moderate,None,Other,None,None,No,No,No,Yes,No,No,No,No,No,Yes,No,Other cells,No,Definitely a glial protein
2125621,Low,Moderate,Single transcripts,"Nuclear	Diffuse	Cytoskeleton (muscle fibres)",High,Low,No,No,Yes,No,Yes,Yes,N/A,No,N/A,No,No,muscle,No,
2140570,Moderate,Moderate,Nuclear,Diffuse,High,Moderate,No,No,No,No,Yes,Yes,N/A,No,N/A,No,muscle,muscle,No,
2138239,Moderate,Moderate,Evenly scattered,Other,None,High,No,No,Yes,Yes,Yes,No,Yes,No,N/A,No,No,Other cells,Yes,RNA so oversaturated I cannot tell where it is. Protein seems to be in glia.
2140571,None,Low,None,Punctate,None,None,No,No,No,Yes,No,Yes,N/A,No,N/A,No,No,Axon terminal,Yes,No RNA apart from a giant unspecific blob which I think is an artefact.
2140582,Moderate,Low,"Evenly scattered	Nuclear",Diffuse,High,Moderate,Yes,No,Yes,No,Yes,Yes,Yes,No,N/A,No,No,No,No,
